id,name,pocket,price,machine,tm,hm,tr,key_item,berry,ordinary_pool,tm_pool,held_pool,invalid,random_exception,non_randomize
MISTSTONE,Mist Stone,1,2100,false,false,false,false,false,false,true,false,false,false,false,false
MISTYSEED,Misty Seed,1,500,false,false,false,false,false,false,true,false,false,false,false,false
MOOMOOMILK,Moomoo Milk,2,600,false,false,false,false,false,false,true,false,false,false,false,false
MOONBALL,Moon Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
MOONSTONE,Moon Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
MOSAICMAIL,Mosaic Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
MUSCLEBAND,Muscle Band,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
MUSCLEWING,Muscle Wing,2,300,false,false,false,false,false,false,true,false,false,false,false,false
MUSHROOMSPORES,Mossy Spores,1,50,false,false,false,false,false,false,true,false,false,false,false,false
MYSTICWATER,Mystic Water,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
NANABBERRY,Nanab Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
NECROZIUM,Necrozium,1,0,false,false,false,false,false,false,true,false,false,false,false,false
NESTBALL,Nest Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
NETBALL,Net Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
NETWORKCHIP,Network Adapter,8,0,false,false,false,false,true,false,false,false,false,false,false,false
NEVERMELTICE,Never-Melt Ice,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
NOMELBERRY,Nomel Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
NORMALGEM,Normal Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
NOTEBOOK,Quest Notebook,8,0,false,false,false,false,true,false,false,false,false,false,false,false
NUGGET,Nugget,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
OAKSPARCEL,Parcel,8,0,false,false,false,false,true,false,false,false,false,false,false,false
OCCABERRY,Occa Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
ODDINCENSE,Odd Incense,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
ODDKEYSTONE,Odd Keystone,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ODDKEYSTONE_FULL,unknown_item,1,0,false,false,false,false,false,false,false,false,false,true,false,false
OLDAMBER,Old Amber,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
OLDBOOT,Old Boot,1,100,false,false,false,false,false,false,true,false,false,false,false,false
OLDGATEAU,Old Gateau,2,350,false,false,false,false,false,false,true,false,false,false,false,false
OLDPENDANT,Old Pendant,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
OLDROD,Old Rod,8,0,false,false,false,false,true,false,false,false,false,false,false,false
OLDSEAMAP,Old Sea Map,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ORANBERRY,Oran Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
OVALCHARM,Oval Charm,8,0,false,false,false,false,true,false,false,false,false,false,false,false
OVALSTONE,Oval Stone,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
PAMTREBERRY,Pamtre Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
PARLYZHEAL,Paralyze Heal,2,300,false,false,false,false,false,false,true,false,false,false,false,false
PASSHOBERRY,Passho Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
PAYAPABERRY,Payapa Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
PEARL,Pearl,1,1400,false,false,false,false,false,false,true,false,false,false,false,false
PEARLSTRING,Pearl String,1,12000,false,false,false,false,false,false,true,false,false,false,false,false
PECHABERRY,Pecha Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
PERFECTBALL,Perfect Ball,3,1200,false,false,false,false,false,false,true,false,false,false,false,false
PERSIMBERRY,Persim Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
PETAYABERRY,Petaya Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
PICKAXE,Pickaxe,8,0,false,false,false,false,true,false,false,false,false,false,false,false
PINAPBERRY,Pinap Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
PINKANBERRY,Pinkan Berry,5,0,false,false,false,false,false,true,false,false,false,false,true,false
PINKAPRICORN,Pink Apricorn,1,20,false,false,false,false,false,false,true,false,false,false,false,false
PINKNECTAR,Pink Nectar,2,400,false,false,false,false,false,false,true,false,false,false,false,false
PINKSCARF,Pink Scarf,1,100,false,false,false,false,false,false,true,false,false,false,false,false
PIXIEPLATE,Pixie Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
PIZZA,Pizza,2,800,false,false,false,false,false,false,true,false,false,false,false,false
PLUMEFOSSIL,unknown_item,1,1000,false,false,false,false,false,false,false,false,false,true,false,false
POISONBARB,Poison Barb,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
POISONGEM,Poison Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
POISONMUSHROOM,PoisonMushroom,1,50,false,false,false,false,false,false,true,false,false,false,false,false
POKEBALL,Poké Ball,3,200,false,false,false,false,false,false,false,false,false,false,true,false
POKEBLOCKCASE,Pokéblock Case,8,0,false,false,false,false,true,false,false,false,false,false,false,false
POKEDEX,PokéDex,8,0,false,false,false,false,true,false,false,false,false,false,false,false
POKEDOLL,Poké Doll,7,100,false,false,false,false,false,false,true,false,false,false,false,false
POKEFLUTE,Poké Flute,8,0,false,false,false,false,true,false,false,false,false,false,false,false
POKENAV,PokéNav,8,0,false,false,false,false,true,false,false,false,false,false,false,false
POKERADAR,Poké Radar,8,0,false,false,false,false,true,false,false,false,false,false,false,false
POKETOY,Poké Toy,7,100,false,false,false,false,false,false,true,false,false,false,false,false
POMEGBERRY,Pomeg Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
POTION,Potion,2,200,false,false,false,false,false,false,true,false,false,false,false,false
POWERANKLET,Power Anklet,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
POWERBAND,Power Band,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
POWERBELT,Power Belt,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
POWERBRACER,Power Bracer,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
POWERHERB,Power Herb,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
POWERLENS,Power Lens,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
POWERPLANTKEY,Power Plant Key,8,0,false,false,false,false,true,false,false,false,false,false,false,false
POWERWEIGHT,Power Weight,1,3000,false,false,false,false,false,false,true,false,true,false,false,false
PPMAX,PP Max,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
PPUP,PP Up,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
PREMIERBALL,Premier Ball,3,200,false,false,false,false,false,false,true,false,false,false,false,false
PRESENT,Present,1,50,false,false,false,false,false,false,true,false,false,false,false,false
PRETTYWING,Pretty Wing,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
PRISMSCALE,Prism Scale,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
PROTECTIVEPADS,Protective Pads,1,4000,false,false,false,false,false,false,true,false,false,false,false,false
PROTECTOR,Protector,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
PROTEIN,Protein,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
PSYCHICGEM,Psychic Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
PSYCHICSEED,Psychic Seed,1,500,false,false,false,false,false,false,true,false,false,false,false,false
PUREBALL,Pure Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
PUREINCENSE,Pure Incense,1,6000,false,false,false,false,false,false,true,false,true,false,false,false
QUALOTBERRY,Qualot Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
QUICKBALL,Quick Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
QUICKCLAW,Quick Claw,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
QUICKPOWDER,Quick Powder,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
RABUTABERRY,Rabuta Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
RACEBIKE,Racing Bicycle,8,0,false,false,false,false,true,false,false,false,false,false,false,false
RAGECANDYBAR,Rage Candy Bar,2,350,false,false,false,false,false,false,true,false,false,false,false,false
RAREBONE,Rare Bone,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
RARECANDY,Rare Candy,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
RAWSTBERRY,Rawst Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
RAZORCLAW,Razor Claw,1,5000,false,false,false,false,false,false,true,false,true,false,false,false
RAZORFANG,Razor Fang,1,5000,false,false,false,false,false,false,true,false,true,false,false,false
RAZZBERRY,Razz Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
REAPERCLOTH,Reaper Cloth,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
REDAPRICORN,Red Apricorn,1,20,false,false,false,false,false,false,true,false,false,false,false,false
REDCARD,Red Card,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
REDFLUTE,Red Flute,7,200,false,false,false,false,false,false,true,false,false,false,false,false
REDNECTAR,Red Nectar,2,400,false,false,false,false,false,false,true,false,false,false,false,false
REDSCARF,Red Scarf,1,100,false,false,false,false,false,false,true,false,false,false,false,false
REDSHARD,Red Shard,1,200,false,false,false,false,false,false,true,false,false,false,false,false
REGITABLET,Regi Tablet,8,0,false,false,false,false,true,false,false,false,false,false,false,false
RELICBAND,Relic Band,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
RELICCOPPER,Relic Copper,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
RELICCROWN,Relic Crown,1,20000,false,false,false,false,false,false,true,false,false,false,false,false
RELICGOLD,Relic Gold,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
RELICSILVER,Relic Silver,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
RELICSTATUE,Relic Statue,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
RELICVASE,Relic Vase,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
REPEATBALL,Repeat Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
REPEL,Repel,1,300,false,false,false,false,false,false,true,false,false,false,false,false
RESETURGE,Reset Urge,7,0,false,false,false,false,false,false,true,false,false,false,false,false
RESISTWING,Resist Wing,2,300,false,false,false,false,false,false,true,false,false,false,false,false
REVEALGLASS,Weather Tracker,8,0,false,false,false,false,true,false,false,false,false,false,false,false
REVIVALHERB,Revival Herb,2,2800,false,false,false,false,false,false,true,false,false,false,false,false
REVIVE,Revive,2,2000,false,false,false,false,false,false,true,false,false,false,false,false
RICHMULCH,Rich Mulch,1,200,false,false,false,false,false,false,true,false,false,false,false,false
RINDOBERRY,Rindo Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
RINGTARGET,Ring Target,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
ROCKETBALL,Rocket Ball,3,300,false,false,false,false,false,false,true,false,false,false,false,false
ROCKETID,Team Rocket ID,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ROCKETMEAL,Rocket Meal,2,500,false,false,false,false,false,false,true,false,false,false,false,false
ROCKETUNIFORM,Rocket Uniform,8,0,false,false,false,false,true,false,false,false,false,false,false,false
ROCKGEM,Rock Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
ROCKINCENSE,Rock Incense,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
ROCKYHELMET,Rocky Helmet,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
ROOTFOSSIL,Root Fossil,1,7000,false,false,false,false,false,false,true,false,false,false,false,false
ROSEINCENSE,Rose Incense,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
ROSELIBERRY,Resoli Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
ROWAPBERRY,Rowap Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
RUBY,Ruby,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SACREDASH,Sacred Ash,2,50000,false,false,false,false,false,false,true,false,false,false,false,false
SACREDPOTION,Secret Potion,2,7000,false,false,false,false,false,false,true,false,false,false,false,false
SAFARIBALL,Safari Ball,3,750,false,false,false,false,false,false,true,false,false,false,false,false
SAFARISOUVENIR,Safari Souvenir,1,1400,false,false,false,false,false,false,true,false,false,false,false,false
SAFETYGOGGLES,Safety Goggles,1,4000,false,false,false,false,false,false,true,false,false,false,false,false
SAILFOSSIL,Sail Fossil,1,7000,false,false,false,false,false,false,true,false,false,false,false,false
SALACBERRY,Salac Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
SAPPHIRE,Sapphire,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SCOPELENS,Scope Lens,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
SCORCHBALL,Scorch Ball,3,4000,false,false,false,false,false,false,true,false,false,false,false,false
SCUBAGEAR,Scuba Gear,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SEADRAFIN,Seadra Fin,1,14200,false,false,false,false,false,false,true,false,false,false,false,false
SEAINCENSE,Sea Incense,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
SEAWEED,Seaweed,1,100,false,false,false,false,false,false,true,false,false,false,false,false
SECRETCAPSULE,Secret Capsule,1,0,false,false,false,false,false,false,true,false,false,false,false,false
SHARPBEAK,Sharp Beak,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
SHEDSHELL,Shed Shell,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
SHELLBELL,Shell Bell,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
SHINYBALL,Glitter Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
SHINYCHARM,Shiny Charm,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SHINYSTONE,Shiny Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
SHOALSALT,Shoal Salt,1,20,false,false,false,false,false,false,true,false,false,false,false,false
SHOALSHELL,Shoal Shell,1,20,false,false,false,false,false,false,true,false,false,false,false,false
SHOCKDRIVE,Shock Drive,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
SHOOTER,Tequila,7,0,false,false,false,false,false,false,true,false,false,false,false,false
SHUCABERRY,Shuca Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
SILKSCARF,Silk Scarf,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
SILPHSCOPE,Silph Scope,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SILVEREMBLEM,Silver emblem,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SILVERPOWDER,Silver Powder,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
SITRUSBERRY,Sitrus Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
SKINNYLATTE,Latte,7,400,false,false,false,false,false,false,true,false,false,false,false,false
SKULLFOSSIL,Skull Fossil,1,7000,false,false,false,false,false,false,true,false,false,false,false,false
SKYPLATE,Sky Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
SLEEPINGBAG,Comfy Sleeping Bag,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SLOWPOKETAIL,Slowpoke Tail,1,10000,false,false,false,false,false,false,true,false,false,false,false,false
SMOKEBALL,Smoke Ball,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
SMOOTHROCK,Smooth Rock,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
SNOWBALL,Snowball,1,500,false,false,false,false,false,false,true,false,false,false,false,false
SNOWMAIL,Snow Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
SODAPOP,Soda Pop,2,300,false,false,false,false,false,false,true,false,false,false,false,false
SOFTSAND,Soft Sand,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
SOOTHEBELL,Soothe Bell,1,4000,false,false,false,false,false,false,true,false,false,false,false,false
SOOTSACK,Soot Sack,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SOULDEW,Soul Dew,1,0,false,false,false,false,false,false,true,false,false,false,false,false
SPACEMAIL,Space Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
SPARKBALL,Spark Ball,3,4000,false,false,false,false,false,false,true,false,false,false,false,false
SPAWNER,Spawner,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SPELLTAG,Spell Tag,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
SPELONBERRY,Spelon Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
SPLASHPLATE,Splash Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
SPOOKYPLATE,Spooky Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
SPORTBALL,Sport Ball,3,750,false,false,false,false,false,false,true,false,false,false,false,false
SPRAYCAN,Spray Can,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SPRAYDUCK,Mareanie Doll,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SQUIRTBOTTLE,Squirtbottle,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SSTICKET,S.S. Ticket,8,0,false,false,false,false,true,false,false,false,false,false,false,false
STABLEMULCH,Stable Mulch,1,200,false,false,false,false,false,false,true,false,false,false,false,false
STARDUST,Stardust,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
STARFBERRY,Starf Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
STARPIECE,Star Piece,1,9800,false,false,false,false,false,false,true,false,false,false,false,false
STATUSBALL,Status Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
STEELGEM,Steel Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
STEELMAIL,Steel Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
STICK,Stick,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
STICKYBARB,Sticky Barb,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
STONEPLATE,Stone Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
STRANGEPLANT,Strange Fruit,8,0,false,false,false,false,true,false,false,false,false,false,false,false
STRANGEPRISM,Strange Prism,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SUNSTONE,Sun Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
SUPERPOTION,Super Potion,2,700,false,false,false,false,false,false,true,false,false,false,false,false
SUPERREPEL,Super Repel,1,500,false,false,false,false,false,false,true,false,false,false,false,false
SUPERROD,Super Rod,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SUPERSPLICERS,Super Splicers,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
SURFBOARD,Surfboard,8,0,false,false,false,false,true,false,false,false,false,false,false,false
SWEETHEART,Sweet Heart,2,3000,false,false,false,false,false,false,true,false,false,false,false,false
SWIFTWING,Swift Wing,2,300,false,false,false,false,false,false,true,false,false,false,false,false
TAMATOBERRY,Tamato Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
TANGABERRY,Tanga Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
TELEPORTER,Teleporter,8,0,false,false,false,false,true,false,false,false,false,false,false,false
TERRAINEXTENDER,Terrain Extender,1,4000,false,false,false,false,false,false,true,false,false,false,false,false
THICKCLUB,Thick Club,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
THUNDERSTONE,Thunder Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
TIMERBALL,Timer Ball,3,1000,false,false,false,false,false,false,true,false,false,false,false,false
TINYMUSHROOM,Tiny Mushroom,1,400,false,false,false,false,false,false,true,false,false,false,false,false
TM00,TM00,4,20000,true,true,false,false,false,false,false,true,false,false,false,false
TM01,TM01,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM02,TM02,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM03,TM03,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM04,TM04,4,15000,true,true,false,false,false,false,false,true,false,false,false,false
TM05,TM05,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM06,TM06,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM07,TM07,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM08,TM08,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM09,TM09,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM10,TM10,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM100,TM100,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM101,TM101,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM102,TM102,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM103,TM103,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM104,TM104,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM105,TM105,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM106,TM106,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM107,TM107,4,40000,true,true,false,false,false,false,false,true,false,false,false,false
TM108,TM108,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM109,TM109,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM11,TM11,4,50000,true,true,false,false,false,false,false,true,false,false,false,false
TM110,TM110,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM111,TM111,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM112,TM112,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM113,TM113,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM114,TM114,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM115,TM115,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM116,TM116,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM117,TM117,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM118,TM118,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM119,TM119,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM12,TM12,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM120,TM120,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM121,TM121,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM122,TM122,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM123,TM122,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM13,TM13,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM14,TM14,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM15,TM15,4,50000,true,true,false,false,false,false,false,true,false,false,false,false
TM16,TM16,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM17,TM17,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM18,TM18,4,50000,true,true,false,false,false,false,false,true,false,false,false,false
TM19,TM19,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM20,TM20,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM21,TM21,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM22,TM22,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM23,TM23,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM24,TM24,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM25,TM25,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM26,TM26,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM27,TM27,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM28,TM28,4,20000,true,true,false,false,false,false,false,true,false,false,false,false
TM29,TM29,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM30,TM30,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM31,TM31,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM32,TM32,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM33,TM33,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM34,TM34,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM35,TM35,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM36,TM36,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM37,TM37,4,50000,true,true,false,false,false,false,false,true,false,false,false,false
TM38,TM38,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM39,TM39,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM40,TM40,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM41,TM41,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM42,TM42,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM43,TM43,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM44,TM44,4,1000,true,true,false,false,false,false,false,true,false,false,false,false
TM45,TM45,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM46,TM46,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM47,TM47,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM48,TM48,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM49,TM49,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM50,TM50,4,80000,true,true,false,false,false,false,false,true,false,false,false,false
TM51,TM51,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM52,TM52,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM53,TM53,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM54,TM54,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM55,TM55,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM56,TM56,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM57,TM57,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM58,TM58,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM59,TM59,4,15000,true,true,false,false,false,false,false,true,false,false,false,false
TM60,TM60,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM61,TM61,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM62,TM62,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM63,TM63,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM64,TM64,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM65,TM65,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM66,TM66,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM67,TM67,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM68,TM68,4,50000,true,true,false,false,false,false,false,true,false,false,false,false
TM69,TM69,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM70,TM70,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM71,TM71,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM72,TM72,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM73,TM73,4,5000,true,true,false,false,false,false,false,true,false,false,false,false
TM74,TM74,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM75,TM75,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM76,TM76,4,5000,true,true,false,false,false,false,false,true,false,false,false,false
TM77,TM77,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM78,TM78,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM79,TM79,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM80,TM80,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM81,TM81,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM82,TM82,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM83,TM83,4,20000,true,true,false,false,false,false,false,true,false,false,false,false
TM84,TM84,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM85,TM85,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM86,TM86,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
