record_type,identity,value_1,value_2,value_3,value_4,value_5,value_6,value_7,detail
resource_call,map:39|event:42|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:SUPERPOTION),,,,,
resource_call,map:39|event:43|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:LEMONADE),,,,,
resource_call,map:39|event:5|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SUNSTONE),,,,,
resource_call,map:39|event:53|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:MAXREVIVE),,,,,
resource_call,map:39|event:44|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:GREATBALL),,,,,
resource_call,map:39|event:26|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SOFTSAND),,,,,
resource_call,map:39|event:45|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:HEARTSCALE),,,,,
resource_call,map:39|event:46|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:REVIVE),,,,,
resource_call,map:47|event:20|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:AWAKENING),,,,,
resource_call,map:47|event:50|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DNASPLICERS),,,,,
resource_call,map:47|event:32|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:PEARLSTRING),,,,,
resource_call,map:47|event:51|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:FUSIONREPEL),,,,,
resource_call,map:47|event:91|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:GREATBALL),,,,,
resource_call,map:47|event:54|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:STARDUST),,,,,
resource_call,map:48|event:77|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:FLOATSTONE),,,,,
resource_call,map:48|event:79|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:EXPALL),,,,,
resource_call,map:48|event:79|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:LETTER),,,,,
resource_call,map:48|event:45|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:HM01),,,,,
resource_call,map:48|event:27|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:PREMIERBALL),,,,,
resource_call,map:48|event:30|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:RARECANDY),,,,,
resource_call,map:48|event:89|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:NUGGET),,,,,
resource_call,map:48|event:71|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:QUICKCLAW),,,,,
resource_call,map:48|event:72|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM94),,,,,
resource_call,map:48|event:72|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:STARDUST),,,,,
resource_call,map:49|event:23|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:HEARTSCALE),,,,,
resource_call,map:49|event:25|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:STARDUST),,,,,
resource_call,map:49|event:26|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DNASPLICERS),,,,,
resource_call,map:49|event:21|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:SUPERPOTION),,,,,
resource_call,map:58|event:5|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:59|event:9|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":ORANBERRY,2)",,,,,
resource_call,map:61|event:5|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":POKEBALL,5)",,,,,
resource_call,map:61|event:5|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":POKEBALL,5)",,,,,
resource_call,map:61|event:6|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":POKEBALL,5)",,,,,
resource_call,map:61|event:12|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:62|event:5|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:LEAFSTONE),,,,,
resource_call,map:63|event:5|page:3,pbReceiveItem,authored_gift_or_randomized_tm_gift,:REDNECTAR),,,,,
resource_call,map:63|event:5|page:3,pbReceiveItem,authored_gift_or_randomized_tm_gift,:YELLOWNECTAR),,,,,
resource_call,map:63|event:5|page:3,pbReceiveItem,authored_gift_or_randomized_tm_gift,:PINKNECTAR),,,,,
resource_call,map:63|event:5|page:3,pbReceiveItem,authored_gift_or_randomized_tm_gift,:BLUENECTAR),,,,,
resource_call,map:63|event:5|page:4,pbPokemonMart,filtered_standard_mart,stock),,,,,
resource_call,map:63|event:22|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:WAILMERPAIL),,,,,
resource_call,map:63|event:22|page:2,pbPokemonMart,filtered_standard_mart,[:STABLEMULCH]),,,,,
resource_call,map:65|event:5|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:COMETSHARD),,,,,
resource_call,map:65|event:16|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:GREATBALL),,,,,
resource_call,map:65|event:22|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:COMETSHARD),,,,,
resource_call,map:65|event:17|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:SUPERPOTION),,,,,
resource_call,map:65|event:18|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:IRON),,,,,
resource_call,map:65|event:13|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:SUPERPOTION),,,,,
resource_call,map:65|event:19|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:HEALPOWDER),,,,,
resource_call,map:65|event:14|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:ELIXIR),,,,,
resource_call,map:65|event:20|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM01) #FOCUSPUNCH,,,,,
resource_call,map:65|event:15|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PPUP),,,,,
resource_call,map:65|event:21|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:COMETSHARD),,,,,
resource_call,map:66|event:4|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM122),,,,,
resource_call,map:67|event:4|page:1,pbStoreItem,direct_bag_write,":DEBUGGER,1)",,,,,
resource_call,map:67|event:4|page:1,pbStoreItem,direct_bag_write,":MAGICBOOTS,1)",,,,,
resource_call,map:69|event:5|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM105) #Aqua Jet,,,,,
resource_call,map:69|event:6|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRISMSCALE),,,,,
resource_call,map:71|event:29|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:MAXREVIVE),,,,,
resource_call,map:71|event:39|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM62) #ACROBATICS,,,,,
resource_call,map:71|event:77|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DNAREVERSERS),,,,,
resource_call,map:71|event:12|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:SUPERPOTION),,,,,
resource_call,map:71|event:50|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:ELIXIR),,,,,
resource_call,map:71|event:70|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DAWNSTONE),,,,,
resource_call,map:71|event:51|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:REVIVE),,,,,
resource_call,map:71|event:52|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:GREATBALL),,,,,
resource_call,map:71|event:53|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:RARECANDY),,,,,
resource_call,map:71|event:25|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM40),,,,,
resource_call,map:71|event:25|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:CARBOS),,,,,
resource_call,map:71|event:25|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":FASTBALL,3)",,,,,
resource_call,map:71|event:25|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM40),,,,,
resource_call,map:71|event:25|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":FASTBALL,2)",,,,,
resource_call,map:71|event:25|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:FASTBALL),,,,,
resource_call,map:71|event:54|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:FULLHEAL),,,,,
resource_call,map:71|event:7|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM12) #TAUNT,,,,,
resource_call,map:71|event:55|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DNAREVERSER),,,,,
resource_call,map:71|event:8|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:THUNDERSTONE),,,,,
resource_call,map:71|event:56|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DIREHIT),,,,,
resource_call,map:73|event:20|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:REVIVE),,,,,
resource_call,map:73|event:68|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM48) #Round,,,,,
resource_call,map:73|event:34|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:XSPEED),,,,,
resource_call,map:74|event:6|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:REPEL),,,,,
resource_call,map:74|event:7|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:GREATBALL),,,,,
resource_call,map:74|event:8|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:REVIVE),,,,,
resource_call,map:75|event:95|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:FULLHEAL),,,,,
resource_call,map:75|event:79|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:HM06),,,,,
resource_call,map:75|event:22|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,":EXPCANDY,nb_candies)",,,,,
resource_call,map:75|event:43|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:BICYCLE),,,,,
resource_call,map:75|event:8|page:1,pbPokemonMart,filtered_standard_mart,"[:POKEBALL,:GREATBALL,",,,,,
resource_call,map:76|event:5|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:HEARTSCALE),,,,,
resource_call,map:76|event:6|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:IRON),,,,,
resource_call,map:76|event:7|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:HYPERPOTION),,,,,
resource_call,map:76|event:8|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:THUNDERSTONE),,,,,
resource_call,map:77|event:35|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PPMAX),,,,,
resource_call,map:77|event:3|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:ELIXIR),,,,,
resource_call,map:77|event:9|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:MACHOBRACE),,,,,
resource_call,map:77|event:4|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:HPUP),,,,,
resource_call,map:78|event:12|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:FRESHWATER),,,,,
resource_call,map:78|event:15|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:78|event:10|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM39),,,,,
resource_call,map:79|event:12|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:FRESHWATER),,,,,
resource_call,map:79|event:18|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:79|event:10|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM08) #BULK UP,,,,,
resource_call,map:81|event:19|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:OLDROD),,,,,
resource_call,map:81|event:19|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,":NETBALL,5)",,,,,
resource_call,map:82|event:4|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,":SODAPOP,6)",,,,,
resource_call,map:82|event:4|page:3,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SODAPOP),,,,,
resource_call,map:83|event:28|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SUNSTONE),,,,,
resource_call,map:83|event:18|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM54) #FALSESWIPE,,,,,
resource_call,map:84|event:20|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:88|event:29|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:ETHER),,,,,
resource_call,map:90|event:23|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:90|event:12|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SPRAYCAN),,,,,
resource_call,map:90|event:10|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:MAGMAUNIFORM),,,,,
resource_call,map:92|event:25|page:1,pbPokemonMart,filtered_standard_mart,it),,,,,
resource_call,map:94|event:17|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:95|event:25|page:1,pbPokemonMart,filtered_standard_mart,it),,,,,
resource_call,map:96|event:14|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:COINCASE),,,,,
resource_call,map:96|event:25|page:2,pbReceiveItem,authored_gift_or_randomized_tm_gift,:MOONSTONE),,,,,
resource_call,map:96|event:25|page:3,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SHINYSTONE),,,,,
resource_call,map:97|event:49|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM95) #SNARL,,,,,
resource_call,map:97|event:60|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:DNAREVERSERS),,,,,
resource_call,map:97|event:50|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:SMOKEBALL),,,,,
resource_call,map:97|event:25|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM97) #NASTYPLOT,,,,,
resource_call,map:99|event:8|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:MACHETE),,,,,
resource_call,map:99|event:8|page:2,pbItemBall,randomized_ground_or_explicit_bypass,:LANTERN),,,,,
resource_call,map:100|event:5|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:HATSDYEKIT),,,,,
resource_call,map:100|event:5|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:CLOTHESDYEKIT),,,,,
resource_call,map:101|event:7|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:102|event:23|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:FRESHWATER),,,,,
resource_call,map:102|event:34|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:PRESENT),,,,,
resource_call,map:102|event:31|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:TM116),,,,,
resource_call,map:106|event:4|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:TM123) #TAUNT,,,,,
resource_call,map:107|event:16|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:LAVACOOKIE),,,,,
resource_call,map:107|event:17|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:RARECANDY),,,,,
resource_call,map:107|event:15|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:LAVACOOKIE),,,,,
resource_call,map:108|event:22|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:LAVACOOKIE),,,,,
resource_call,map:108|event:23|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:LAVACOOKIE),,,,,
resource_call,map:108|event:24|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:RARECANDY),,,,,
resource_call,map:108|event:25|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:ESCAPEROPE),,,,,
resource_call,map:109|event:22|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:MAXREVIVE),,,,,
resource_call,map:110|event:23|page:1,pbReceiveItem,authored_gift_or_randomized_tm_gift,:POKEBLOCKCASE),,,,,
resource_call,map:111|event:22|page:1,pbItemBall,randomized_ground_or_explicit_bypass,:MAXREVIVE),,,,,
resource_call,common_event:9,pbItemBall,randomized_ground_or_explicit_bypass,"PBItems::BIGMUSHROOM,1,nil,",,,,,
resource_call,common_event:9,pbItemBall,randomized_ground_or_explicit_bypass,"PBItems::POISONMUSHROOM,1,nil,",,,,,
resource_call,common_event:9,pbItemBall,randomized_ground_or_explicit_bypass,"PBItems::TINYMUSHROOM,1,nil,",,,,,
resource_call,common_event:9,pbItemBall,randomized_ground_or_explicit_bypass,"PBItems::POISONMUSHROOM,1,nil,",,,,,
resource_call,common_event:10,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::DEVONSCOPE),,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,:DNAREVERSER,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,:DNAREVERSER,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,:DNAREVERSER,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,:DNAREVERSER,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,"[:DNASPLICERS,",,,,,
resource_call,common_event:13,pbPokemonMart,filtered_standard_mart,[,,,,,
resource_call,common_event:16,pbReceiveItem,authored_gift_or_randomized_tm_gift,:DEBUGGER),,,,,
resource_call,common_event:22,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::HM08),,,,,
resource_call,common_event:22,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::AMULETCOIN),,,,,
resource_call,common_event:22,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::LANTERN),,,,,
resource_call,common_event:22,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::SACREDPOTION),,,,,
resource_call,common_event:22,pbReceiveItem,authored_gift_or_randomized_tm_gift,"PBItems::MISTSTONE,5)",,,,,
resource_call,common_event:26,pbItemBall,randomized_ground_or_explicit_bypass,"PBItems::PEARL,1,nil,",,,,,
resource_call,common_event:26,pbItemBall,randomized_ground_or_explicit_bypass,"PBItems::BIGPEARL,1,nil,",,,,,
resource_call,common_event:29,pbStoreItem,direct_bag_write,":DEBUGGER,1)",,,,,
resource_call,common_event:41,pbReceiveItem,authored_gift_or_randomized_tm_gift,:MAGICBOOTS),,,,,
resource_call,common_event:42,pbReceiveItem,authored_gift_or_randomized_tm_gift,"PBItems::GOLDEMBLEM,1,nil,",,,,,
resource_call,common_event:42,pbReceiveItem,authored_gift_or_randomized_tm_gift,"PBItems::SILVEREMBLEM,1,nil,",,,,,
resource_call,common_event:42,pbReceiveItem,authored_gift_or_randomized_tm_gift,"PBItems::BRONZEEMBLEM,1,nil,",,,,,
resource_call,common_event:65,pbReceiveItem,authored_gift_or_randomized_tm_gift,"prize,qt)",,,,,
resource_call,common_event:65,pbReceiveItem,authored_gift_or_randomized_tm_gift,prize),,,,,
resource_call,common_event:80,pbReceiveItem,authored_gift_or_randomized_tm_gift,:FAVORITEOUTFIT),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::DEVONSCOPE),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::HM08),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::AMULETCOIN),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::LANTERN),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,":LINKINGCORD,3)",,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,:SLEEPINGBAG),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::MISTSTONE),,,,,
resource_call,common_event:109,pbReceiveItem,authored_gift_or_randomized_tm_gift,PBItems::GSBALL),,,,,
resource_source_call,003_Game processing/001_StartGame.rb:158,pbStoreItem,direct_bag_write,"new_storage.pbStoreItem(item, 1)",,,,,
resource_source_call,011_Battle/003_Battle/007_Battle_Action_UseItem.rb:67,pbStoreItem,direct_bag_write,$PokemonBag.pbStoreItem(item),,,,,
resource_source_call,012_Overworld/001_Overworld.rb:960,pbStoreItem,direct_bag_write,"if $PokemonBag.pbStoreItem(item, quantity) # If item can be picked up",,,,,
resource_source_call,012_Overworld/001_Overworld.rb:1041,pbStoreItem,direct_bag_write,"if $PokemonBag.pbStoreItem(item, quantity) # If item can be added",,,,,
resource_source_call,012_Overworld/005_Overworld_Fishing.rb:109,pbItemBall,randomized_ground_or_explicit_bypass,"Kernel.pbItemBall(items[rand(items.size)],1,nil,false)",,,,,
resource_source_call,012_Overworld/005_Overworld_Fishing.rb:112,pbItemBall,randomized_ground_or_explicit_bypass,"Kernel.pbItemBall(items[rand(items.size)],1,nil,false)",,,,,
resource_source_call,012_Overworld/006_Overworld_BerryPlants.rb:507,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(berry, berrycount)",,,,,
resource_source_call,012_Overworld/006_Overworld_BerryPlants.rb:569,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(berry, qty)",,,,,
resource_source_call,013_Items/001_Item_Utilities.rb:677,pbStoreItem,direct_bag_write,if !$PokemonBag.pbStoreItem(pkmn.item),,,,,
resource_source_call,013_Items/001_Item_Utilities.rb:678,pbStoreItem,direct_bag_write,if !$PokemonBag.pbStoreItem(item),,,,,
resource_source_call,013_Items/001_Item_Utilities.rb:689,pbStoreItem,direct_bag_write,if !$PokemonBag.pbStoreItem(item),,,,,
resource_source_call,013_Items/001_Item_Utilities.rb:727,pbStoreItem,direct_bag_write,$PokemonBag.pbStoreItem(pkmn.item),,,,,
resource_source_call,013_Items/001_Item_Utilities.rb:734,pbStoreItem,direct_bag_write,$PokemonBag.pbStoreItem(pkmn.item),,,,,
resource_source_call,013_Items/008_PokemonBag.rb:212,pbStoreItem,direct_bag_write,return ItemStorageHelper.pbStoreItem(,,,,,
resource_source_call,013_Items/008_PokemonBag.rb:218,pbStoreItem,direct_bag_write,"return pbStoreItem(item, qty)",,,,,
resource_source_call,013_Items/008_PokemonBag.rb:312,pbStoreItem,direct_bag_write,pbStoreItem(:POTION) if GameData::Item.exists?(:POTION),,,,,
resource_source_call,013_Items/008_PokemonBag.rb:351,pbStoreItem,direct_bag_write,"return ItemStorageHelper.pbStoreItem(@items, MAX_SIZE, MAX_PER_SLOT, item, qty)",,,,,
resource_source_call,013_Items/008_PokemonBag.rb:413,pbStoreItem,direct_bag_write,"def self.pbStoreItem(items, maxsize, maxPerSlot, item, qty, sorting = false)",,,,,
resource_source_call,013_Items/008_PokemonBag.rb:461,pbStoreItem,direct_bag_write,return $PokemonBag.pbStoreItem(*args),,,,,
resource_source_call,016_UI/001_Non-interactive UI/005_UI_Trading.rb:224,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(heldItem, 1) if heldItem",,,,,
resource_source_call,016_UI/007_UI_Bag.rb:613,pbStoreItem,direct_bag_write,"@bag.pbStoreItem(item,newqty-qty)",,,,,
resource_source_call,016_UI/007_UI_Bag.rb:670,pbStoreItem,direct_bag_write,"if !@bag.pbStoreItem(item,qty)",,,,,
resource_source_call,016_UI/007_UI_Bag.rb:706,pbStoreItem,direct_bag_write,"if !storage.pbStoreItem(item,qty)",,,,,
resource_source_call,016_UI/019_UI_PC.rb:195,pbStoreItem,direct_bag_write,if $PokemonBag.pbStoreItem($PokemonGlobal.mailbox[mailIndex].item),,,,,
resource_source_call,016_UI/020_UI_PokeMart.rb:76,pbStoreItem,direct_bag_write,return $PokemonBag.pbStoreItem(item),,,,,
resource_source_call,016_UI/023_UI_MysteryGift.rb:524,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(item,qty)",,,,,
resource_source_call,016_UI/PokemonStorage/PokemonStorageScreen.rb:635,pbStoreItem,direct_bag_write,if !$PokemonBag.pbStoreItem(pokemon.item),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:631,pbStoreItem,direct_bag_write,"return ItemStorageHelper.pbStoreItem(items,$PokemonGlobal.triads.maxSize,",,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:713,pbStoreItem,direct_bag_write,"ItemStorageHelper.pbStoreItem(@triadCards,",,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:878,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(i),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:883,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(card),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:893,pbStoreItem,direct_bag_write,if species_data && $PokemonGlobal.triads.pbStoreItem(species_data.id),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:900,pbStoreItem,direct_bag_write,if $PokemonGlobal.triads.pbStoreItem(card),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:909,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(i),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:914,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(card),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:920,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(card),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:939,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(i),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:944,pbStoreItem,direct_bag_write,$PokemonGlobal.triads.pbStoreItem(card),,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:1037,pbStoreItem,direct_bag_write,"return ItemStorageHelper.pbStoreItem(@items, self.maxSize, self.maxPerSlot, item, qty)",,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:1126,pbStoreItem,direct_bag_write,"$PokemonGlobal.triads.pbStoreItem(item,quantity)",,,,,
resource_source_call,017_Minigames/002_Minigame_TripleTriad.rb:1300,pbStoreItem,direct_bag_write,"$PokemonGlobal.triads.pbStoreItem(sp.id, quantity)",,,,,
resource_source_call,017_Minigames/006_Minigame_Mining.rb:582,pbStoreItem,direct_bag_write,if $PokemonBag.pbStoreItem(i),,,,,
resource_source_call,021_Compiler/004_Compiler_MapsAndEvents.rb:699,pbItemBall,randomized_ground_or_explicit_bypass,"push_branch(page.list,sprintf(""pbItemBall(:%s)"",itemName))",,,,,
resource_source_call,021_Compiler/004_Compiler_MapsAndEvents.rb:931,pbReceiveItem,authored_gift_or_randomized_tm_gift,"push_script(newEvents,""pbReceiveItem(:#{itemname})"",oldIndent+1)",,,,,
resource_source_call,021_Compiler/004_Compiler_MapsAndEvents.rb:940,pbReceiveItem,authored_gift_or_randomized_tm_gift,"push_script(newEvents,""pbReceiveItem(:#{itemname})"",oldIndent+2)",,,,,
resource_source_call,050_Outfits/ItemSets.rb:201,pbItemBall,randomized_ground_or_explicit_bypass,Kernel.pbItemBall(items_list.sample),,,,,
resource_source_call,052_InfiniteFusion/Fusion/Fusing_Unfusing/Unfusing.rb:68,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(fused_pokemon.item, 1) if fused_pokemon.item",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/OutfitUtils.rb:168,pbReceiveItem,authored_gift_or_randomized_tm_gift,Kernel.pbReceiveItem(:HATSDYEKIT),,,,,
